venta_id,fecha_venta,cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,cliente_activo,producto_id,producto,categoria_id,nombre_categoria,cantidad,precio_unitario,total_venta,canal_venta
2025-318,2025-04-29,38,Daniela,González,daniela.gonzález38@mail.cl,Femenino,2023-09-20,RM,Chile,25.0,1291971.0,False,5,Audífonos,2,Accesorios,3,238931,716793,App
2025-319,2025-06-26,218,Francisca,Muñoz,francisca.muñoz218@mail.cl,Femenino,2022-02-06,RM,Chile,30.0,2376763.0,True,3,Teclado,2,Accesorios,4,236572,946288,App
2025-320,2025-04-15,288,Francisca,Muñoz,francisca.muñoz288@mail.cl,Femenino,2024-10-23,Coquimbo,Chile,,666703.0,False,4,Monitor,1,Tecnología,3,430539,1291617,App
2025-321,2025-07-05,83,Rodrigo,Silva,rodrigo.silva83@mail.cl,Femenino,2024-08-03,Antofagasta,Chile,19.0,1763108.0,True,4,Monitor,1,Tecnología,3,720381,2161143,Tienda Física
2025-322,2025-07-29,284,Rodrigo,Soto,rodrigo.soto284@mail.cl,Femenino,2022-01-19,Biobío,Chile,35.0,2431660.0,True,1,Notebook,1,Tecnología,3,145639,436917,App
2025-323,2025-07-03,137,Daniela,Morales,daniela.morales137@mail.cl,Masculino,2023-08-11,RM,Chile,18.0,2209351.0,False,4,Monitor,1,Tecnología,3,360679,1082037,Tienda Física
2025-324,2025-08-25,142,Juan,Valenzuela,juan.valenzuela142@mail.cl,Masculino,2024-03-31,Antofagasta,Chile,68.0,2084166.0,True,1,Notebook,1,Tecnología,3,238129,714387,Tienda Física
2025-325,2025-04-28,250,María,Valenzuela,maría.valenzuela250@mail.cl,Femenino,2022-04-16,RM,Chile,66.0,2123911.0,True,2,Mouse,2,Accesorios,1,248483,248483,App
2025-326,2025-11-19,211,María,Martínez,maría.martínez211@mail.cl,Femenino,2024-07-25,RM,Chile,20.0,645271.0,False,5,Audífonos,2,Accesorios,3,554026,1662078,Web
2025-327,2025-06-12,271,Andrés,Pérez,andrés.pérez271@mail.cl,Masculino,2022-06-14,Biobío,Chile,,841815.0,False,4,Monitor,1,Tecnología,1,287785,287785,Tienda Física
2025-328,2025-12-17,162,Daniela,González,daniela.gonzález162@mail.cl,Masculino,2024-09-16,Valparaíso,Chile,36.0,,False,2,Mouse,2,Accesorios,4,612251,2449004,Tienda Física
2025-329,2025-03-28,132,Camila,Rojas,camila.rojas132@mail.cl,Femenino,2022-08-13,Valparaíso,Chile,29.0,889678.0,True,1,Notebook,1,Tecnología,2,783720,1567440,App
2025-330,2025-05-29,158,María,Morales,maría.morales158@mail.cl,Masculino,2023-10-02,RM,Chile,61.0,1152026.0,True,1,Notebook,1,Tecnología,4,605376,2421504,App
2025-331,2025-09-10,294,Camila,Espinoza,camila.espinoza294@mail.cl,Masculino,2024-01-21,Coquimbo,Chile,25.0,1670575.0,False,2,Mouse,2,Accesorios,2,553597,1107194,Tienda Física
2025-332,2025-10-04,25,Juan,Rojas,juan.rojas25@mail.cl,Femenino,2023-11-15,RM,Chile,49.0,1513343.0,False,1,Notebook,1,Tecnología,2,288404,576808,App
2025-333,2025-12-29,113,Valentina,Silva,valentina.silva113@mail.cl,Femenino,2022-12-26,Valparaíso,Chile,42.0,1805794.0,False,4,Monitor,1,Tecnología,3,182502,547506,Tienda Física
2025-334,2025-05-29,18,Carolina,Silva,carolina.silva18@mail.cl,Femenino,2024-08-18,RM,Chile,64.0,2021101.0,True,4,Monitor,1,Tecnología,3,216486,649458,Tienda Física
2025-335,2025-08-30,40,Constanza,Muñoz,constanza.muñoz40@mail.cl,Femenino,2024-04-01,Coquimbo,Chile,58.0,1118467.0,True,2,Mouse,2,Accesorios,1,148419,148419,Web
2025-336,2025-07-22,200,Felipe,Contreras,felipe.contreras200@mail.cl,Femenino,2022-02-08,RM,Chile,66.0,1855267.0,True,5,Audífonos,2,Accesorios,4,458377,1833508,Web
2025-337,2025-11-07,181,Felipe,Pérez,felipe.pérez181@mail.cl,Femenino,2022-12-08,RM,Chile,48.0,2024357.0,True,5,Audífonos,2,Accesorios,4,555210,2220840,Web
2025-338,2025-03-14,197,Sebastián,Rojas,sebastián.rojas197@mail.cl,Femenino,2024-04-06,Araucanía,Chile,35.0,2371070.0,False,3,Teclado,2,Accesorios,4,236817,947268,Web
2025-339,2025-11-03,188,Juan,Espinoza,juan.espinoza188@mail.cl,Masculino,2022-12-31,RM,Chile,26.0,2236857.0,False,6,Tablet,1,Tecnología,3,290539,871617,Tienda Física
2025-340,2025-07-24,90,Rodrigo,Valenzuela,rodrigo.valenzuela90@mail.cl,Masculino,2022-03-21,Coquimbo,Chile,28.0,1231899.0,True,3,Teclado,2,Accesorios,4,367820,1471280,Web
2025-341,2025-04-04,220,Pedro,Silva,pedro.silva220@mail.cl,Femenino,2022-02-09,Coquimbo,Chile,62.0,599616.0,False,1,Notebook,1,Tecnología,3,303561,910683,Web
2025-342,2025-06-11,184,Andrés,González,andrés.gonzález184@mail.cl,Masculino,2023-11-24,Valparaíso,Chile,43.0,,True,4,Monitor,1,Tecnología,1,511323,511323,Web
2025-343,2025-02-09,278,María,Pérez,maría.pérez278@mail.cl,Masculino,2024-10-11,Valparaíso,Chile,49.0,1300101.0,True,5,Audífonos,2,Accesorios,3,751184,2253552,Web
2025-344,2025-07-01,191,Carolina,Rojas,carolina.rojas191@mail.cl,Femenino,2022-04-12,Coquimbo,Chile,36.0,1116036.0,False,2,Mouse,2,Accesorios,1,277598,277598,Web
2025-345,2025-06-15,22,Rodrigo,Contreras,rodrigo.contreras22@mail.cl,Masculino,2023-08-01,Valparaíso,Chile,23.0,2430267.0,False,3,Teclado,2,Accesorios,1,57111,57111,App
2025-346,2025-09-30,175,Constanza,Martínez,constanza.martínez175@mail.cl,Femenino,2024-12-12,RM,Chile,69.0,2330393.0,False,1,Notebook,1,Tecnología,2,332137,664274,Web
2025-347,2025-06-15,145,Sebastián,González,sebastián.gonzález145@mail.cl,Masculino,2024-09-23,Biobío,Chile,50.0,1914397.0,False,1,Notebook,1,Tecnología,4,227516,910064,App
2025-348,2025-01-14,163,Constanza,Flores,constanza.flores163@mail.cl,Masculino,2023-03-05,RM,Chile,,2166471.0,True,5,Audífonos,2,Accesorios,3,4377559,13132677,Web
2025-349,2025-09-26,283,Sebastián,Flores,sebastián.flores283@mail.cl,Masculino,2023-08-12,RM,Chile,28.0,919139.0,False,1,Notebook,1,Tecnología,3,281604,844812,Tienda Física
2025-350,2025-01-06,60,Felipe,López,felipe.lópez60@mail.cl,Masculino,2022-04-27,RM,Chile,26.0,600235.0,True,5,Audífonos,2,Accesorios,2,663881,1327762,Web
2025-351,2025-01-26,217,Andrés,Morales,andrés.morales217@mail.cl,Femenino,2024-09-10,RM,Chile,55.0,2225690.0,True,5,Audífonos,2,Accesorios,2,152867,305734,App
2025-352,2025-02-28,198,Camila,Contreras,camila.contreras198@mail.cl,Masculino,2023-02-06,Coquimbo,Chile,56.0,2160176.0,False,2,Mouse,2,Accesorios,2,347283,694566,Web
2025-353,2025-01-14,249,Francisca,Soto,francisca.soto249@mail.cl,Masculino,2022-07-13,Araucanía,Chile,43.0,550861.0,False,6,Tablet,1,Tecnología,1,463510,463510,Tienda Física
2025-354,2025-03-04,19,Juan,Pérez,juan.pérez19@mail.cl,Femenino,2023-05-18,Biobío,Chile,56.0,2194490.0,True,3,Teclado,2,Accesorios,3,682747,2048241,Tienda Física
2025-355,2025-06-12,100,Sebastián,Rojas,sebastián.rojas100@mail.cl,Masculino,2023-01-20,RM,Chile,23.0,1823483.0,True,2,Mouse,2,Accesorios,4,675643,2702572,Web
2025-356,2025-11-23,145,Sebastián,González,sebastián.gonzález145@mail.cl,Masculino,2024-09-23,Biobío,Chile,50.0,1914397.0,False,3,Teclado,2,Accesorios,2,703312,1406624,Tienda Física
2025-357,2025-06-13,288,Francisca,Muñoz,francisca.muñoz288@mail.cl,Femenino,2024-10-23,Coquimbo,Chile,,666703.0,False,5,Audífonos,2,Accesorios,2,2855738,5711476,App
2025-358,2025-11-20,239,Andrés,Silva,andrés.silva239@mail.cl,Femenino,2023-03-06,RM,Chile,46.0,1486420.0,False,3,Teclado,2,Accesorios,4,670187,2680748,App
2025-359,2025-12-18,284,Rodrigo,Soto,rodrigo.soto284@mail.cl,Femenino,2022-01-19,Biobío,Chile,35.0,2431660.0,True,5,Audífonos,2,Accesorios,2,678958,1357916,Tienda Física
2025-360,2025-05-16,246,Valentina,Rojas,valentina.rojas246@mail.cl,Femenino,2023-02-05,RM,Chile,,2242495.0,True,3,Teclado,2,Accesorios,3,483288,1449864,Tienda Física
2025-361,2025-09-21,45,Rodrigo,Rojas,rodrigo.rojas45@mail.cl,Femenino,2023-07-01,Biobío,Chile,34.0,2260427.0,False,4,Monitor,1,Tecnología,3,699129,2097387,Web
2025-362,2025-08-18,286,Carolina,López,carolina.lópez286@mail.cl,Masculino,2022-05-23,Valparaíso,Chile,46.0,2438904.0,True,2,Mouse,2,Accesorios,2,157878,315756,App
2025-363,2025-06-22,171,Diego,Espinoza,diego.espinoza171@mail.cl,Masculino,2024-04-02,Antofagasta,Chile,24.0,,True,5,Audífonos,2,Accesorios,2,67221,134442,App
2025-364,2025-01-04,108,Constanza,Valenzuela,constanza.valenzuela108@mail.cl,Masculino,2023-03-11,Antofagasta,Chile,69.0,856600.0,False,5,Audífonos,2,Accesorios,3,769401,2308203,App
2025-365,2025-04-06,271,Andrés,Pérez,andrés.pérez271@mail.cl,Masculino,2022-06-14,Biobío,Chile,,841815.0,False,1,Notebook,1,Tecnología,1,199651,199651,App
2025-366,2025-11-19,112,Andrés,Morales,andrés.morales112@mail.cl,Femenino,2022-04-21,RM,Chile,,702846.0,True,2,Mouse,2,Accesorios,3,367776,1103328,Tienda Física
2025-367,2025-08-02,297,Juan,López,juan.lópez297@mail.cl,Masculino,2022-10-25,Antofagasta,Chile,37.0,1132259.0,False,6,Tablet,1,Tecnología,3,355280,1065840,App
2025-368,2025-09-24,247,Valentina,Soto,valentina.soto247@mail.cl,Femenino,2023-11-04,Coquimbo,Chile,49.0,1872401.0,False,5,Audífonos,2,Accesorios,3,697081,2091243,Tienda Física
2025-369,2025-03-28,76,Juan,Contreras,juan.contreras76@mail.cl,Masculino,2022-10-06,Biobío,Chile,58.0,1734717.0,True,6,Tablet,1,Tecnología,1,335137,335137,Web
2025-370,2025-08-21,251,Rodrigo,Rojas,rodrigo.rojas251@mail.cl,Masculino,2022-01-09,Araucanía,Chile,56.0,1149438.0,False,1,Notebook,1,Tecnología,3,88537,265611,Tienda Física
2025-371,2025-06-24,125,Daniela,Silva,daniela.silva125@mail.cl,Masculino,2024-01-18,RM,Chile,58.0,691076.0,False,5,Audífonos,2,Accesorios,3,307843,923529,Tienda Física
2025-372,2025-10-08,30,Juan,Valenzuela,juan.valenzuela30@mail.cl,Femenino,2022-10-07,Coquimbo,Chile,51.0,1483237.0,False,4,Monitor,1,Tecnología,2,173052,346104,Tienda Física
2025-373,2025-03-15,25,Juan,Rojas,juan.rojas25@mail.cl,Femenino,2023-11-15,RM,Chile,49.0,1513343.0,False,6,Tablet,1,Tecnología,2,625416,1250832,App
2025-374,2025-05-07,94,Daniela,López,daniela.lópez94@mail.cl,Femenino,2023-06-24,RM,Chile,58.0,1291267.0,False,1,Notebook,1,Tecnología,1,429149,429149,Tienda Física
2025-375,2025-02-17,116,Diego,Martínez,diego.martínez116@mail.cl,Femenino,2022-12-12,Antofagasta,Chile,66.0,591865.0,True,2,Mouse,2,Accesorios,2,741234,1482468,Tienda Física
2025-376,2025-03-26,11,Francisca,Araya,francisca.araya11@mail.cl,Femenino,2022-07-21,Antofagasta,Chile,31.0,1450110.0,False,5,Audífonos,2,Accesorios,2,358844,717688,Tienda Física
2025-377,2025-03-05,209,Constanza,Silva,constanza.silva209@mail.cl,Masculino,2024-12-21,Valparaíso,Chile,42.0,1310694.0,False,2,Mouse,2,Accesorios,4,188296,753184,App
2025-378,2025-11-27,54,Felipe,Valenzuela,felipe.valenzuela54@mail.cl,Femenino,2024-04-13,Coquimbo,Chile,39.0,618834.0,True,1,Notebook,1,Tecnología,3,322849,968547,Tienda Física
2025-379,2025-12-12,187,Juan,López,juan.lópez187@mail.cl,Femenino,2024-01-21,RM,Chile,52.0,1449491.0,True,6,Tablet,1,Tecnología,1,89211,89211,Tienda Física
2025-380,2025-10-31,239,Andrés,Silva,andrés.silva239@mail.cl,Femenino,2023-03-06,RM,Chile,46.0,1486420.0,False,2,Mouse,2,Accesorios,4,435659,1742636,Web
2025-381,2025-05-10,246,Valentina,Rojas,valentina.rojas246@mail.cl,Femenino,2023-02-05,RM,Chile,,2242495.0,True,2,Mouse,2,Accesorios,3,670046,2010138,Tienda Física
2025-382,2025-09-20,72,Daniela,Flores,daniela.flores72@mail.cl,Femenino,2024-08-27,RM,Chile,51.0,2392466.0,True,6,Tablet,1,Tecnología,3,164599,493797,Web
2025-383,2025-02-12,254,Carolina,López,carolina.lópez254@mail.cl,Femenino,2024-08-28,Valparaíso,Chile,29.0,641398.0,False,1,Notebook,1,Tecnología,3,747744,2243232,Web
2025-384,2025-11-21,8,Sebastián,López,sebastián.lópez8@mail.cl,Masculino,2024-06-16,Valparaíso,Chile,64.0,1178843.0,True,2,Mouse,2,Accesorios,4,586291,2345164,App
2025-385,2025-03-17,175,Constanza,Martínez,constanza.martínez175@mail.cl,Femenino,2024-12-12,RM,Chile,69.0,2330393.0,False,5,Audífonos,2,Accesorios,2,125657,251314,Tienda Física
2025-386,2025-05-04,180,Sebastián,Soto,sebastián.soto180@mail.cl,Femenino,2024-11-06,Coquimbo,Chile,55.0,1152665.0,False,5,Audífonos,2,Accesorios,1,751570,751570,Tienda Física
2025-387,2025-10-02,228,Rodrigo,Soto,rodrigo.soto228@mail.cl,Femenino,2024-07-04,Valparaíso,Chile,67.0,638563.0,True,5,Audífonos,2,Accesorios,2,406308,812616,Web
2025-388,2025-11-07,27,Juan,Pérez,juan.pérez27@mail.cl,Masculino,2024-08-09,RM,Chile,66.0,725281.0,False,4,Monitor,1,Tecnología,1,351651,351651,Web
2025-389,2025-08-12,164,María,González,maría.gonzález164@mail.cl,Femenino,2024-10-06,Coquimbo,Chile,45.0,1062288.0,False,2,Mouse,2,Accesorios,1,30323,30323,App
2025-390,2025-10-02,45,Rodrigo,Rojas,rodrigo.rojas45@mail.cl,Femenino,2023-07-01,Biobío,Chile,34.0,2260427.0,False,2,Mouse,2,Accesorios,1,791738,791738,App
2025-391,2025-12-22,221,Daniela,Rojas,daniela.rojas221@mail.cl,Femenino,2022-04-02,Antofagasta,Chile,65.0,2025416.0,True,6,Tablet,1,Tecnología,4,792259,3169036,Tienda Física
2025-392,2025-02-07,231,Camila,Morales,camila.morales231@mail.cl,Masculino,2024-08-05,Biobío,Chile,24.0,1343804.0,True,6,Tablet,1,Tecnología,4,98302,393208,Tienda Física
2025-393,2025-01-09,148,Rodrigo,Silva,rodrigo.silva148@mail.cl,Masculino,2022-02-16,Coquimbo,Chile,62.0,1831329.0,True,4,Monitor,1,Tecnología,2,93793,187586,Web
2025-394,2025-03-16,126,Camila,López,camila.lópez126@mail.cl,Femenino,2022-11-11,Araucanía,Chile,54.0,921240.0,True,5,Audífonos,2,Accesorios,2,560841,1121682,Web
2025-395,2025-03-18,290,Carolina,Díaz,carolina.díaz290@mail.cl,Masculino,2022-02-12,Biobío,Chile,23.0,1761357.0,False,2,Mouse,2,Accesorios,1,610198,610198,Tienda Física
2025-396,2025-06-12,159,Valentina,Silva,valentina.silva159@mail.cl,Masculino,2023-12-11,RM,Chile,50.0,883152.0,True,1,Notebook,1,Tecnología,1,588748,588748,Tienda Física
2025-397,2025-06-30,95,Andrés,Soto,andrés.soto95@mail.cl,Masculino,2024-07-17,Coquimbo,Chile,30.0,1190907.0,False,2,Mouse,2,Accesorios,3,257667,773001,App
2025-398,2025-07-13,130,Valentina,Soto,valentina.soto130@mail.cl,Masculino,2023-05-19,Valparaíso,Chile,19.0,1025134.0,True,4,Monitor,1,Tecnología,4,108064,432256,App
2025-399,2025-04-17,245,Andrés,Flores,andrés.flores245@mail.cl,Masculino,2024-03-11,Araucanía,Chile,58.0,792231.0,True,1,Notebook,1,Tecnología,3,174726,524178,Web
2025-400,2025-11-23,4,Francisca,Soto,francisca.soto4@mail.cl,Masculino,2024-01-18,RM,Chile,44.0,656730.0,True,2,Mouse,2,Accesorios,3,100417,301251,Tienda Física
2025-401,2025-08-13,209,Constanza,Silva,constanza.silva209@mail.cl,Masculino,2024-12-21,Valparaíso,Chile,42.0,1310694.0,False,3,Teclado,2,Accesorios,4,534608,2138432,Tienda Física
2025-402,2025-04-16,181,Felipe,Pérez,felipe.pérez181@mail.cl,Femenino,2022-12-08,RM,Chile,48.0,2024357.0,True,2,Mouse,2,Accesorios,2,370215,740430,Tienda Física
2025-403,2025-11-02,296,Constanza,Morales,constanza.morales296@mail.cl,Masculino,2024-11-28,Coquimbo,Chile,24.0,2030814.0,False,3,Teclado,2,Accesorios,3,312274,936822,Tienda Física
2025-404,2025-07-01,283,Sebastián,Flores,sebastián.flores283@mail.cl,Masculino,2023-08-12,RM,Chile,28.0,919139.0,False,2,Mouse,2,Accesorios,1,694687,694687,App
2025-405,2025-01-30,182,Daniela,Muñoz,daniela.muñoz182@mail.cl,Femenino,2024-03-31,RM,Chile,62.0,1429168.0,False,4,Monitor,1,Tecnología,2,374315,748630,Web
2025-406,2025-09-23,96,Rodrigo,Flores,rodrigo.flores96@mail.cl,Femenino,2023-01-25,Araucanía,Chile,22.0,1075278.0,True,4,Monitor,1,Tecnología,2,776759,1553518,Web
2025-407,2025-10-30,42,Juan,González,juan.gonzález42@mail.cl,Femenino,2023-04-05,Coquimbo,Chile,39.0,781974.0,False,5,Audífonos,2,Accesorios,2,501215,1002430,Web
2025-408,2025-07-04,22,Rodrigo,Contreras,rodrigo.contreras22@mail.cl,Masculino,2023-08-01,Valparaíso,Chile,23.0,2430267.0,False,4,Monitor,1,Tecnología,2,331898,663796,Tienda Física
2025-409,2025-12-02,41,Camila,González,camila.gonzález41@mail.cl,Femenino,2024-03-26,Valparaíso,Chile,25.0,939430.0,True,2,Mouse,2,Accesorios,4,64745,258980,Web
2025-410,2025-03-14,12,Daniela,Espinoza,daniela.espinoza12@mail.cl,Masculino,2024-10-13,Araucanía,Chile,38.0,523247.0,True,4,Monitor,1,Tecnología,2,55256,110512,App
2025-411,2025-06-25,226,María,Araya,maría.araya226@mail.cl,Femenino,2024-05-05,Biobío,Chile,65.0,702053.0,True,4,Monitor,1,Tecnología,3,128843,386529,App
2025-412,2025-06-13,124,Francisca,Rojas,francisca.rojas124@mail.cl,Masculino,2022-04-19,Coquimbo,Chile,53.0,526069.0,False,6,Tablet,1,Tecnología,3,486545,1459635,Tienda Física
2025-413,2025-03-19,57,Diego,Araya,diego.araya57@mail.cl,Femenino,2022-01-05,Coquimbo,Chile,23.0,2270348.0,False,2,Mouse,2,Accesorios,1,313630,313630,Web
2025-414,2025-12-06,156,Diego,Valenzuela,diego.valenzuela156@mail.cl,Masculino,2022-07-21,Biobío,Chile,43.0,513224.0,True,5,Audífonos,2,Accesorios,3,157735,473205,Web
2025-415,2025-11-30,110,Diego,Flores,diego.flores110@mail.cl,Femenino,2022-05-18,Antofagasta,Chile,27.0,2059312.0,False,5,Audífonos,2,Accesorios,2,200167,400334,App
2025-416,2025-05-08,162,Daniela,González,daniela.gonzález162@mail.cl,Masculino,2024-09-16,Valparaíso,Chile,36.0,,False,2,Mouse,2,Accesorios,4,236453,945812,App
2025-417,2025-06-22,36,María,González,maría.gonzález36@mail.cl,Femenino,2022-09-11,Antofagasta,Chile,54.0,1840575.0,True,4,Monitor,1,Tecnología,2,352221,704442,Tienda Física
2025-418,2025-04-06,217,Andrés,Morales,andrés.morales217@mail.cl,Femenino,2024-09-10,RM,Chile,55.0,2225690.0,True,1,Notebook,1,Tecnología,1,541985,541985,App
2025-419,2025-05-31,195,Sebastián,Flores,sebastián.flores195@mail.cl,Femenino,2022-02-16,,Chile,33.0,2405350.0,True,5,Audífonos,2,Accesorios,3,543903,1631709,Tienda Física
2025-420,2025-04-14,149,Pedro,Rojas,pedro.rojas149@mail.cl,Femenino,2024-03-04,RM,Chile,22.0,1095603.0,True,3,Teclado,2,Accesorios,2,569070,1138140,App
2025-421,2025-12-03,198,Camila,Contreras,camila.contreras198@mail.cl,Masculino,2023-02-06,Coquimbo,Chile,56.0,2160176.0,False,5,Audífonos,2,Accesorios,3,791453,2374359,Web
2025-422,2025-02-15,199,Daniela,Rojas,daniela.rojas199@mail.cl,Femenino,2022-07-07,Coquimbo,Chile,,634055.0,False,4,Monitor,1,Tecnología,1,567665,567665,Web
2025-423,2025-10-10,109,Juan,Silva,juan.silva109@mail.cl,Masculino,2024-10-16,RM,Chile,59.0,753490.0,True,4,Monitor,1,Tecnología,3,780663,2341989,Tienda Física
2025-424,2025-12-01,206,Rodrigo,Espinoza,rodrigo.espinoza206@mail.cl,Femenino,2022-11-20,Valparaíso,Chile,54.0,933816.0,False,3,Teclado,2,Accesorios,1,657952,657952,Tienda Física
2025-425,2025-07-09,110,Diego,Flores,diego.flores110@mail.cl,Femenino,2022-05-18,Antofagasta,Chile,27.0,2059312.0,False,5,Audífonos,2,Accesorios,3,525795,1577385,Tienda Física
2025-426,2025-07-20,133,Francisca,Espinoza,francisca.espinoza133@mail.cl,Femenino,2022-05-19,Araucanía,Chile,30.0,2058506.0,True,5,Audífonos,2,Accesorios,2,19726,39452,Web
2025-427,2025-10-05,95,Andrés,Soto,andrés.soto95@mail.cl,Masculino,2024-07-17,Coquimbo,Chile,30.0,1190907.0,False,2,Mouse,2,Accesorios,1,293460,293460,Tienda Física
2025-428,2025-03-13,89,Juan,Soto,juan.soto89@mail.cl,Masculino,2022-05-14,Biobío,Chile,62.0,1153983.0,True,1,Notebook,1,Tecnología,4,336571,1346284,Tienda Física
2025-429,2025-03-16,96,Rodrigo,Flores,rodrigo.flores96@mail.cl,Femenino,2023-01-25,Araucanía,Chile,22.0,1075278.0,True,6,Tablet,1,Tecnología,4,583340,2333360,App
2025-430,2025-01-16,218,Francisca,Muñoz,francisca.muñoz218@mail.cl,Femenino,2022-02-06,RM,Chile,30.0,2376763.0,True,3,Teclado,2,Accesorios,4,167753,671012,Web
2025-431,2025-05-09,111,Camila,Silva,camila.silva111@mail.cl,Masculino,2023-06-30,Valparaíso,Chile,19.0,1094124.0,False,1,Notebook,1,Tecnología,2,628396,1256792,App
2025-432,2025-01-29,8,Sebastián,López,sebastián.lópez8@mail.cl,Masculino,2024-06-16,Valparaíso,Chile,64.0,1178843.0,True,3,Teclado,2,Accesorios,1,319378,319378,Tienda Física
2025-433,2025-12-30,197,Sebastián,Rojas,sebastián.rojas197@mail.cl,Femenino,2024-04-06,Araucanía,Chile,35.0,2371070.0,False,4,Monitor,1,Tecnología,4,748924,2995696,Web
2025-434,2025-09-17,167,Juan,Contreras,juan.contreras167@mail.cl,Masculino,2024-10-28,RM,Chile,20.0,1005815.0,True,3,Teclado,2,Accesorios,2,247330,494660,App
2025-435,2025-06-20,173,Carolina,Muñoz,carolina.muñoz173@mail.cl,Femenino,2024-03-25,Valparaíso,Chile,28.0,1127433.0,True,5,Audífonos,2,Accesorios,1,245707,245707,Web
2025-436,2025-02-21,86,Francisca,Rojas,francisca.rojas86@mail.cl,Masculino,2022-06-22,RM,Chile,45.0,1290141.0,False,5,Audífonos,2,Accesorios,1,464485,464485,Tienda Física
2025-437,2025-07-19,211,María,Martínez,maría.martínez211@mail.cl,Femenino,2024-07-25,RM,Chile,20.0,645271.0,False,2,Mouse,2,Accesorios,2,587263,1174526,Tienda Física
2025-438,2025-10-26,26,Sebastián,Díaz,sebastián.díaz26@mail.cl,Masculino,2023-03-18,Araucanía,Chile,56.0,1265313.0,True,5,Audífonos,2,Accesorios,4,128920,515680,Tienda Física
2025-439,2025-02-08,240,Andrés,Espinoza,andrés.espinoza240@mail.cl,Femenino,2022-07-18,Valparaíso,Chile,61.0,1786836.0,False,3,Teclado,2,Accesorios,4,195550,782200,Tienda Física
2025-440,2025-06-03,267,Sebastián,Araya,sebastián.araya267@mail.cl,Femenino,2022-09-18,RM,Chile,57.0,848619.0,False,2,Mouse,2,Accesorios,3,746778,2240334,App
2025-441,2025-10-02,98,Daniela,González,daniela.gonzález98@mail.cl,Femenino,2024-12-24,Coquimbo,Chile,64.0,612816.0,True,6,Tablet,1,Tecnología,2,670197,1340394,Web
2025-442,2025-03-06,220,Pedro,Silva,pedro.silva220@mail.cl,Femenino,2022-02-09,Coquimbo,Chile,62.0,599616.0,False,3,Teclado,2,Accesorios,4,415831,1663324,Tienda Física
2025-443,2025-09-20,52,Francisca,Rojas,francisca.rojas52@mail.cl,Femenino,2024-07-09,Valparaíso,Chile,24.0,720984.0,False,3,Teclado,2,Accesorios,3,513100,1539300,Web
2025-444,2025-12-24,154,Rodrigo,Espinoza,rodrigo.espinoza154@mail.cl,Femenino,2024-02-18,Coquimbo,Chile,63.0,784260.0,True,6,Tablet,1,Tecnología,4,742722,2970888,Web
2025-445,2025-11-05,46,Constanza,Flores,constanza.flores46@mail.cl,Femenino,2023-06-02,RM,Chile,,2368836.0,False,1,Notebook,1,Tecnología,1,739688,739688,Web
2025-446,2025-02-23,118,Constanza,Morales,constanza.morales118@mail.cl,Masculino,2022-02-17,RM,Chile,43.0,1088579.0,True,1,Notebook,1,Tecnología,4,550277,2201108,Tienda Física
2025-447,2025-05-02,7,Diego,Martínez,diego.martínez7@mail.cl,Masculino,2023-01-23,Araucanía,Chile,31.0,,False,3,Teclado,2,Accesorios,4,695493,2781972,Web
2025-448,2025-10-06,215,Diego,Muñoz,diego.muñoz215@mail.cl,Masculino,2024-08-09,,Chile,45.0,991036.0,True,2,Mouse,2,Accesorios,4,616954,2467816,Tienda Física
2025-449,2025-02-23,26,Sebastián,Díaz,sebastián.díaz26@mail.cl,Masculino,2023-03-18,Araucanía,Chile,56.0,1265313.0,True,5,Audífonos,2,Accesorios,3,279152,837456,App
2025-450,2025-10-13,35,Pedro,Contreras,pedro.contreras35@mail.cl,Femenino,2022-05-24,Biobío,Chile,69.0,2019163.0,True,4,Monitor,1,Tecnología,1,594642,594642,App
2025-451,2025-06-22,93,Daniela,Soto,daniela.soto93@mail.cl,Femenino,2023-10-30,RM,Chile,45.0,2063299.0,False,6,Tablet,1,Tecnología,4,142018,568072,App
2025-452,2025-02-16,106,Juan,Valenzuela,juan.valenzuela106@mail.cl,Masculino,2024-07-07,Biobío,Chile,38.0,1364141.0,False,5,Audífonos,2,Accesorios,4,730117,2920468,App
2025-453,2025-08-05,87,Camila,Araya,camila.araya87@mail.cl,Femenino,2024-04-08,Biobío,Chile,56.0,2387232.0,True,2,Mouse,2,Accesorios,3,369701,1109103,Web
2025-454,2025-06-18,210,Camila,Morales,camila.morales210@mail.cl,Femenino,2024-06-03,Biobío,Chile,63.0,1363561.0,True,2,Mouse,2,Accesorios,2,93384,186768,Tienda Física
2025-455,2025-11-04,230,Daniela,Morales,daniela.morales230@mail.cl,Femenino,2022-11-02,Araucanía,Chile,64.0,1049148.0,False,1,Notebook,1,Tecnología,1,615108,615108,App
2025-456,2025-05-12,4,Francisca,Soto,francisca.soto4@mail.cl,Masculino,2024-01-18,RM,Chile,44.0,656730.0,True,3,Teclado,2,Accesorios,2,2135090,4270180,Web
2025-457,2025-06-27,71,Constanza,Muñoz,constanza.muñoz71@mail.cl,Masculino,2023-05-14,Valparaíso,Chile,40.0,2165872.0,False,1,Notebook,1,Tecnología,1,342066,342066,Web
